Portfolio,Owner,Instrument,Date,Price
BNP Paribas,Amazon,Options,18/05/2018 11:08:55,580.81
Bank of America,Amazon,CDS,07/05/2018 18:17:04,222.67
Barclays,Samsung,Swap,28/05/2018 05:31:01,394.62
Finanz Informatik,Microsoft,Loan,02/01/2018 02:53:51,122.19
State Bank of India,Toyota,Swap,08/09/2018 06:14:42,546.17
Finanz Informatik,Google,Swap,17/01/2018 05:27:09,463.97
State Bank of India,Google,Futures,27/08/2018 06:02:38,175.86
State Bank of India,Amazon,Futures,19/10/2018 15:54:15,88.64
State Bank of India,Samsung,Loan,25/11/2018 04:22:20,82.33
Bank of America,Toyota,Futures,27/03/2018 19:23:19,383.93
Fannie Mae,Walmart,Loan,23/06/2018 20:41:12,97.91
Finanz Informatik,Google,Bond,14/08/2018 04:45:32,368.37
UOB,Toyota,Equity,17/07/2018 04:56:17,615.78
Fannie Mae,Walmart,Futures,17/01/2018 09:27:54,692.58
Barclays,Google,Swap,15/06/2018 09:43:53,4.95
BNP Paribas,Samsung,Options,05/12/2018 12:24:51,583.43
State Bank of India,Amazon,Futures,20/07/2018 17:45:57,622.08
Deutsche Bank,Samsung,Futures,11/09/2018 17:44:42,2.09
Barclays,Apple,Options,22/12/2018 10:59:29,263.05
State Bank of India,Walmart,Bond,04/05/2018 01:46:25,160.62
Deutsche Bank,Toyota,Swap,04/08/2018 05:21:52,644.02
UOB,Toyota,Swap,07/09/2018 20:49:24,301.43
Deutsche Bank,Microsoft,Bond,04/12/2018 03:50:07,277.99
State Bank of India,Microsoft,Swap,16/03/2018 16:10:59,238.90
BNP Paribas,Google,Swap,10/06/2018 07:42:19,527.82
Fannie Mae,Amazon,CDS,02/06/2018 09:43:57,45.67
Finanz Informatik,Microsoft,Loan,15/04/2018 10:47:42,56.09
Deutsche Bank,Samsung,Options,07/03/2018 14:24:34,86.17
Barclays,SimCorp,Swap,04/04/2018 13:41:25,524.17
State Bank of India,Google,Options,06/11/2018 19:51:37,36.17
Barclays,Ford,Equity,17/07/2018 09:50:28,858.65
State Bank of India,Google,Loan,18/08/2018 20:15:56,131.56
Deutsche Bank,Amazon,Options,18/12/2018 12:18:42,142.33
Deutsche Bank,Samsung,Options,11/09/2018 10:22:25,464.84
Deutsche Bank,Google,Equity,08/09/2018 19:50:56,575.59
Bank of America,Ford,Futures,05/12/2018 03:25:15,91.67
BNP Paribas,Google,Futures,21/11/2018 04:32:39,164.57
Barclays,Samsung,Equity,08/05/2018 13:14:54,67.39
Deutsche Bank,Amazon,Futures,24/08/2018 19:19:38,565.75
BNP Paribas,Google,Futures,19/09/2018 14:44:18,183.64
Finanz Informatik,Google,CDS,25/01/2018 18:44:04,170.21
State Bank of India,SimCorp,Options,13/02/2018 17:38:51,462.48
UOB,Ford,Bond,06/12/2018 09:21:31,5.45
UOB,Ford,Swap,17/07/2018 11:40:29,536.13
BNP Paribas,Microsoft,Swap,11/12/2018 12:33:23,137.38
State Bank of India,Ford,Loan,07/01/2018 09:07:42,216.60
Barclays,Microsoft,Loan,24/01/2018 22:33:59,476.79
BNP Paribas,Google,Bond,24/11/2018 15:57:09,526.79
UOB,Ford,Loan,21/10/2018 21:38:54,441.18
Finanz Informatik,Ford,CDS,20/03/2018 20:55:54,106.60
State Bank of India,Walmart,Deposit,25/03/2018 19:47:23,55.99
Barclays,Ford,Bond,21/02/2018 11:56:30,145.47
Finanz Informatik,Walmart,CDS,19/04/2018 02:30:54,275.45
Deutsche Bank,Apple,Bond,21/03/2018 06:07:03,210.59
BNP Paribas,Microsoft,CDS,24/10/2018 09:52:32,878.35
State Bank of India,Amazon,Options,03/03/2018 08:56:32,151.33
Finanz Informatik,Samsung,Equity,26/04/2018 08:57:54,481.55
Finanz Informatik,Samsung,Options,23/05/2018 02:58:52,221.54
Fannie Mae,Ford,Futures,02/12/2018 06:26:50,179.21
Finanz Informatik,Walmart,Futures,19/02/2018 06:05:25,44.18
Barclays,Ford,Equity,26/12/2018 01:52:16,455.90
Finanz Informatik,Apple,Bond,17/04/2018 08:26:13,41.58
State Bank of India,Apple,Deposit,06/12/2018 18:25:27,132.35
BNP Paribas,Walmart,Bond,25/01/2018 06:50:29,432.18
Barclays,Google,Futures,03/01/2018 06:31:11,5.30
UOB,Samsung,Equity,17/03/2018 07:10:10,204.95
Bank of America,Amazon,Options,01/10/2018 18:04:03,182.72
Barclays,Ford,Equity,08/02/2018 17:38:44,171.40
Fannie Mae,Microsoft,Swap,22/05/2018 04:20:48,869.49
BNP Paribas,Toyota,CDS,12/11/2018 23:36:41,267.43
Fannie Mae,SimCorp,Deposit,24/02/2018 21:41:04,29.01
Deutsche Bank,Amazon,Loan,26/10/2018 09:29:12,810.09
Barclays,Microsoft,Options,08/10/2018 19:12:17,22.74
Fannie Mae,Ford,CDS,23/07/2018 18:28:47,268.40
Barclays,Microsoft,Deposit,26/07/2018 16:25:58,458.20
Barclays,Amazon,CDS,25/03/2018 22:52:57,137.36
Deutsche Bank,Amazon,Loan,21/08/2018 17:46:42,131.79
State Bank of India,Toyota,CDS,11/02/2018 04:22:02,247.93
Barclays,Google,Loan,23/09/2018 17:17:26,599.67
State Bank of India,SimCorp,Swap,06/06/2018 02:57:14,604.21
State Bank of India,Toyota,Bond,04/10/2018 19:43:31,241.91
Bank of America,Samsung,Bond,20/03/2018 12:05:37,631.37
Barclays,Amazon,Bond,09/02/2018 10:46:14,849.78
Fannie Mae,Google,Equity,21/09/2018 16:12:33,368.26
BNP Paribas,Toyota,Options,09/12/2018 01:26:41,555.88
State Bank of India,Microsoft,Loan,22/11/2018 13:42:55,571.25
BNP Paribas,SimCorp,Options,14/07/2018 10:40:22,360.77
Finanz Informatik,SimCorp,Bond,28/11/2018 16:45:03,58.27
State Bank of India,Apple,Futures,10/03/2018 21:46:19,260.28
State Bank of India,Microsoft,Bond,28/11/2018 12:13:03,250.79
Barclays,Apple,Equity,12/10/2018 11:16:31,419.72
UOB,Walmart,Equity,21/03/2018 22:02:19,178.71
Deutsche Bank,Amazon,Futures,02/04/2018 01:27:14,136.14
Barclays,Toyota,Options,25/11/2018 21:54:42,462.42
Deutsche Bank,Microsoft,Futures,12/10/2018 08:08:51,710.30
Barclays,Ford,Deposit,07/11/2018 01:37:53,12.81
BNP Paribas,Apple,CDS,20/05/2018 02:05:14,320.19
BNP Paribas,Microsoft,Futures,28/05/2018 10:53:38,293.15
State Bank of India,Walmart,Equity,28/11/2018 13:52:43,695.73
Finanz Informatik,Apple,Bond,23/06/2018 14:36:04,594.01
Fannie Mae,Ford,Options,01/04/2018 05:25:28,46.93
Fannie Mae,Ford,Swap,15/12/2018 11:53:48,723.99
Fannie Mae,Amazon,Options,16/06/2018 01:18:04,95.44
UOB,Samsung,Options,15/07/2018 23:06:52,246.99
BNP Paribas,Amazon,Deposit,20/11/2018 08:03:04,673.33
Deutsche Bank,Samsung,CDS,04/12/2018 21:22:01,393.26
UOB,Amazon,Swap,01/06/2018 08:28:24,78.97
Finanz Informatik,Apple,Swap,01/08/2018 19:31:39,246.42
State Bank of India,Microsoft,Equity,20/03/2018 01:11:33,243.65
Deutsche Bank,Apple,Equity,26/10/2018 18:29:22,309.24
UOB,Walmart,Options,01/05/2018 16:49:03,399.26
Finanz Informatik,Toyota,Equity,02/06/2018 15:12:44,373.38
Fannie Mae,Ford,Swap,25/10/2018 07:52:10,81.66
Finanz Informatik,Google,Deposit,11/05/2018 08:37:45,227.71
Fannie Mae,Google,Options,08/02/2018 22:52:39,168.14
Bank of America,Toyota,Options,08/11/2018 22:42:49,279.18
UOB,Walmart,Loan,01/09/2018 05:54:49,404.04
BNP Paribas,SimCorp,Options,24/10/2018 23:19:48,80.76
Barclays,Google,Futures,20/05/2018 14:36:55,499.82
Deutsche Bank,Samsung,Equity,05/06/2018 12:47:54,64.72
BNP Paribas,Apple,Options,08/01/2018 03:10:45,20.91
Bank of America,Ford,Loan,10/08/2018 14:16:56,14.97
Bank of America,Ford,CDS,03/08/2018 05:14:09,5.34
Fannie Mae,Amazon,CDS,26/06/2018 08:40:21,238.37
Barclays,Samsung,Deposit,24/11/2018 17:31:38,70.16
Finanz Informatik,Samsung,Swap,14/09/2018 01:22:53,49.75
State Bank of India,Apple,Bond,03/09/2018 05:13:50,153.58
State Bank of India,Ford,Deposit,01/06/2018 18:08:50,67.88
Deutsche Bank,Walmart,Bond,02/01/2018 08:31:59,351.93
State Bank of India,Toyota,Futures,19/01/2018 10:43:09,865.74
Bank of America,Toyota,Swap,18/01/2018 08:01:26,505.35
State Bank of India,SimCorp,Bond,11/08/2018 08:56:04,514.73
Deutsche Bank,Google,Swap,01/10/2018 04:33:47,512.97
BNP Paribas,Ford,Bond,24/03/2018 01:37:59,528.56
Finanz Informatik,Apple,Loan,28/03/2018 11:43:46,327.27
Barclays,Walmart,Futures,26/01/2018 07:46:12,271.01
UOB,Microsoft,CDS,21/01/2018 22:28:50,28.56
Deutsche Bank,Ford,CDS,12/12/2018 15:53:41,301.42
Barclays,Toyota,Bond,05/06/2018 09:31:02,475.19
Finanz Informatik,Amazon,Swap,27/12/2018 03:27:17,182.85
State Bank of India,Samsung,Bond,18/05/2018 12:03:31,81.85
Barclays,Apple,Futures,01/06/2018 01:09:09,223.98
Barclays,SimCorp,Options,03/03/2018 07:02:39,400.80
Fannie Mae,Walmart,Equity,17/09/2018 14:46:44,7.55
Finanz Informatik,Apple,Futures,04/01/2018 04:58:27,586.81
State Bank of India,Microsoft,Futures,20/02/2018 13:21:47,898.02
Barclays,Amazon,Futures,03/04/2018 19:53:44,112.94
Finanz Informatik,Amazon,Loan,03/04/2018 09:05:30,443.76
Finanz Informatik,Walmart,CDS,11/02/2018 21:14:08,76.99
Fannie Mae,Ford,Futures,05/07/2018 22:31:03,0.65
Finanz Informatik,Microsoft,Options,19/07/2018 13:02:08,361.23
Barclays,Samsung,CDS,01/05/2018 21:43:23,6.01
Bank of America,Toyota,CDS,07/11/2018 07:57:45,281.99
UOB,Apple,Options,18/10/2018 02:02:09,20.01
UOB,Apple,Bond,17/09/2018 09:16:05,369.08
Fannie Mae,Google,Bond,21/09/2018 12:31:43,169.74
Bank of America,Microsoft,Bond,13/11/2018 11:18:56,133.81
State Bank of India,Walmart,Swap,10/02/2018 12:40:02,703.07
BNP Paribas,Samsung,Loan,27/10/2018 18:57:50,217.10
Bank of America,Microsoft,Deposit,07/01/2018 14:04:15,9.18
BNP Paribas,Microsoft,Loan,11/07/2018 15:11:55,65.74
UOB,SimCorp,Futures,10/06/2018 17:01:14,114.12
Barclays,SimCorp,Swap,12/08/2018 14:44:52,655.91
Barclays,Amazon,Deposit,23/02/2018 17:31:42,735.27
Bank of America,Apple,Futures,09/10/2018 02:50:24,172.39
Bank of America,Samsung,Loan,19/08/2018 14:25:45,388.80
State Bank of India,Microsoft,Swap,23/08/2018 10:43:23,115.46
Fannie Mae,Microsoft,Deposit,04/08/2018 11:01:06,423.36
Deutsche Bank,Amazon,Equity,05/06/2018 15:06:10,116.51
Finanz Informatik,Toyota,Options,13/08/2018 06:04:50,121.08
Finanz Informatik,SimCorp,Deposit,08/02/2018 07:03:44,21.54
Bank of America,Microsoft,Futures,03/10/2018 13:10:32,130.07
Finanz Informatik,Walmart,Swap,10/06/2018 11:43:10,113.04
Barclays,Google,Bond,28/05/2018 07:35:05,123.92
Bank of America,Amazon,CDS,17/03/2018 23:17:45,157.39
BNP Paribas,SimCorp,Futures,17/11/2018 19:31:20,503.62
Bank of America,Samsung,Options,23/07/2018 11:15:04,625.51
State Bank of India,Apple,Loan,18/07/2018 23:50:44,689.59
Fannie Mae,Ford,Options,23/03/2018 20:45:13,335.32
UOB,Microsoft,Loan,10/05/2018 16:45:10,221.02
Deutsche Bank,Microsoft,Swap,27/09/2018 01:11:51,99.29
State Bank of India,Samsung,Options,18/05/2018 14:17:23,157.08
Deutsche Bank,Apple,Equity,02/08/2018 17:45:59,722.62
Fannie Mae,Toyota,Loan,17/08/2018 22:03:52,206.52
Deutsche Bank,Ford,Swap,07/03/2018 23:43:54,224.25
Barclays,Amazon,Futures,14/06/2018 17:01:17,558.29
Fannie Mae,Google,CDS,12/04/2018 07:27:51,211.11
Bank of America,Amazon,Bond,08/12/2018 19:04:59,574.71
State Bank of India,Samsung,Loan,15/06/2018 20:17:52,73.16
State Bank of India,Toyota,Equity,16/01/2018 12:16:39,175.94
Bank of America,Samsung,Bond,06/01/2018 01:16:26,786.48
Deutsche Bank,Apple,Deposit,07/08/2018 10:56:09,140.38
State Bank of India,Walmart,CDS,21/11/2018 19:13:04,491.45
Bank of America,Amazon,Equity,16/06/2018 04:45:12,338.94
Bank of America,Samsung,CDS,07/07/2018 22:54:35,169.77
Bank of America,Google,Deposit,28/04/2018 22:12:12,190.04
UOB,Google,Swap,04/06/2018 07:50:23,138.72
Deutsche Bank,Toyota,Deposit,01/04/2018 03:55:08,8.06
State Bank of India,Walmart,Equity,07/04/2018 10:32:55,551.87
State Bank of India,Walmart,Swap,20/12/2018 09:52:14,328.28
BNP Paribas,SimCorp,Options,15/09/2018 19:17:33,397.21
BNP Paribas,Apple,Options,14/06/2018 04:58:43,215.44
Deutsche Bank,Ford,Swap,05/05/2018 02:51:55,154.62
Finanz Informatik,Toyota,CDS,21/09/2018 09:06:32,406.85
Fannie Mae,Ford,CDS,18/08/2018 20:02:24,362.43
Barclays,Google,Bond,08/09/2018 05:38:08,250.46
State Bank of India,Amazon,Swap,17/08/2018 08:20:51,266.44
BNP Paribas,Amazon,Swap,16/10/2018 18:14:15,169.67
BNP Paribas,SimCorp,Futures,08/01/2018 03:40:02,299.41
Deutsche Bank,Ford,Swap,13/04/2018 19:02:05,251.76
Bank of America,Google,Options,14/04/2018 22:12:14,15.19
State Bank of India,Amazon,Loan,11/03/2018 12:52:54,91.26
Deutsche Bank,Microsoft,Futures,12/03/2018 03:27:37,177.33
Deutsche Bank,Google,Equity,22/07/2018 20:50:12,260.26
State Bank of India,Amazon,Deposit,17/11/2018 09:38:45,226.97
State Bank of India,Apple,Deposit,18/07/2018 06:45:24,918.58
Barclays,Walmart,Swap,22/05/2018 19:10:48,389.98
Deutsche Bank,Walmart,Loan,17/12/2018 06:27:31,263.29
Barclays,Toyota,CDS,23/05/2018 15:24:40,81.36
BNP Paribas,Amazon,Loan,24/03/2018 08:33:27,535.40
Fannie Mae,Samsung,Loan,09/06/2018 07:45:45,111.55
UOB,Microsoft,Deposit,26/11/2018 19:54:31,441.20
Barclays,SimCorp,Swap,12/11/2018 05:22:09,144.62
Deutsche Bank,Apple,Futures,24/10/2018 15:25:15,53.96
UOB,Walmart,CDS,23/06/2018 21:39:27,30.64
Barclays,Apple,Deposit,13/12/2018 16:54:23,39.51
State Bank of India,Walmart,Options,21/09/2018 18:51:59,3.10
Barclays,Walmart,Futures,09/01/2018 18:48:26,6.33
Bank of America,Ford,Deposit,25/02/2018 15:10:24,69.80
Deutsche Bank,Apple,Equity,19/12/2018 06:03:02,85.41
BNP Paribas,Toyota,Futures,19/12/2018 18:34:48,88.69
State Bank of India,SimCorp,Loan,16/06/2018 23:45:29,488.73
Bank of America,SimCorp,Options,17/11/2018 09:26:31,166.64
Deutsche Bank,Samsung,CDS,15/02/2018 21:29:51,57.30
BNP Paribas,Amazon,CDS,08/09/2018 06:46:45,95.58
Barclays,SimCorp,Equity,12/08/2018 13:03:34,272.47
Finanz Informatik,Apple,Futures,28/08/2018 03:48:10,156.55
Bank of America,Ford,Bond,02/09/2018 06:44:57,668.36
Bank of America,Toyota,Bond,16/09/2018 04:35:03,251.02
UOB,Ford,Futures,23/02/2018 23:56:06,676.19
Barclays,Walmart,Deposit,04/09/2018 14:31:30,164.35
UOB,Apple,Swap,20/01/2018 15:55:40,136.31
Bank of America,Toyota,Futures,24/12/2018 14:27:53,57.34
Finanz Informatik,Walmart,Loan,27/06/2018 23:53:24,143.17
Deutsche Bank,Apple,Futures,05/07/2018 17:57:22,578.89
BNP Paribas,Microsoft,Bond,18/11/2018 15:08:50,121.76
Fannie Mae,Walmart,Options,24/07/2018 04:50:31,523.84
Deutsche Bank,SimCorp,Bond,06/02/2018 11:18:56,97.71
Deutsche Bank,Apple,Futures,01/09/2018 01:37:24,155.22
UOB,Apple,Options,23/01/2018 01:28:58,302.02
State Bank of India,SimCorp,Equity,13/09/2018 13:13:55,70.37
Finanz Informatik,Google,Bond,26/10/2018 02:11:56,183.83
Bank of America,Amazon,CDS,24/10/2018 16:01:02,408.34
State Bank of India,Amazon,Loan,06/10/2018 05:50:43,70.01
UOB,Toyota,CDS,28/08/2018 16:01:44,119.67
UOB,SimCorp,Futures,13/11/2018 11:45:25,110.40
Bank of America,Google,CDS,06/07/2018 01:55:15,687.69
Fannie Mae,SimCorp,CDS,28/01/2018 20:42:05,428.18
Deutsche Bank,Microsoft,Swap,10/07/2018 11:51:22,214.83
Barclays,Amazon,Deposit,27/06/2018 15:03:13,264.28
UOB,Toyota,Equity,15/06/2018 09:48:27,401.27
UOB,Toyota,Options,03/09/2018 06:19:07,563.09
Fannie Mae,Walmart,Swap,08/11/2018 19:37:15,146.62
UOB,SimCorp,CDS,12/11/2018 21:08:27,30.19
Deutsche Bank,Amazon,Futures,27/10/2018 18:53:08,955.34
Finanz Informatik,Ford,Bond,24/09/2018 05:52:19,284.01
Deutsche Bank,Walmart,Loan,22/07/2018 07:02:38,115.57
BNP Paribas,Samsung,Bond,03/03/2018 17:06:08,77.92
State Bank of India,SimCorp,Deposit,28/05/2018 21:28:59,489.08
BNP Paribas,Samsung,Loan,06/04/2018 02:03:52,22.86
Deutsche Bank,Microsoft,Deposit,17/03/2018 11:49:47,11.09
BNP Paribas,Toyota,Futures,24/08/2018 06:42:01,106.00
UOB,Apple,Options,04/02/2018 08:33:52,514.60
Deutsche Bank,Google,Bond,22/03/2018 15:40:39,2.60
BNP Paribas,Toyota,Futures,03/12/2018 07:22:40,444.70
Barclays,Apple,Loan,25/02/2018 17:41:43,388.29
State Bank of India,Ford,Deposit,12/07/2018 21:38:15,25.25
Bank of America,Apple,Equity,23/01/2018 03:37:34,244.90
State Bank of India,Ford,Futures,18/01/2018 15:55:58,864.38
State Bank of India,Ford,Options,18/07/2018 03:55:51,45.58
Deutsche Bank,Apple,Deposit,11/03/2018 08:48:15,174.00
BNP Paribas,Google,CDS,09/03/2018 01:30:42,259.10
State Bank of India,Toyota,Swap,07/10/2018 15:29:44,726.72
Fannie Mae,Toyota,Swap,07/10/2018 20:07:16,325.55
UOB,Toyota,CDS,28/07/2018 20:14:22,259.32
Bank of America,Microsoft,Swap,08/10/2018 23:10:58,116.76
UOB,Apple,Deposit,17/08/2018 08:08:57,743.21
State Bank of India,Microsoft,Bond,26/08/2018 07:03:26,2.15
Barclays,Google,Options,04/11/2018 23:49:12,401.16
Deutsche Bank,Google,Loan,14/12/2018 18:52:02,162.12
Deutsche Bank,Microsoft,Loan,20/09/2018 09:13:20,623.94
State Bank of India,Toyota,Bond,10/07/2018 17:31:57,892.75
Bank of America,Ford,Futures,22/10/2018 18:55:06,333.33
Barclays,Apple,Futures,20/03/2018 04:46:50,29.95
UOB,SimCorp,Loan,10/07/2018 23:02:46,121.24
Finanz Informatik,Ford,Options,04/04/2018 18:48:36,457.32
Barclays,Apple,Equity,17/10/2018 22:15:54,869.39
State Bank of India,Toyota,Deposit,25/10/2018 01:38:57,238.22
UOB,Google,Options,25/05/2018 12:29:11,357.90
Finanz Informatik,Google,Swap,09/03/2018 15:19:32,99.89
Deutsche Bank,Google,Swap,24/05/2018 14:07:45,416.69
Fannie Mae,Samsung,Equity,05/02/2018 07:35:49,82.35
Barclays,Apple,Deposit,25/12/2018 18:48:33,163.42
Deutsche Bank,Google,Bond,03/01/2018 15:14:09,141.08
Barclays,Toyota,CDS,22/01/2018 12:01:45,200.62
BNP Paribas,SimCorp,CDS,27/10/2018 16:20:59,8.41
UOB,SimCorp,Loan,11/03/2018 01:48:08,90.31
BNP Paribas,Amazon,Loan,20/07/2018 17:20:46,24.29
Deutsche Bank,Apple,Futures,05/06/2018 06:27:14,64.35
Finanz Informatik,Microsoft,CDS,16/06/2018 20:26:30,40.16
Deutsche Bank,Samsung,CDS,27/07/2018 15:11:07,484.44
Finanz Informatik,SimCorp,Deposit,10/02/2018 17:05:48,31.87
Bank of America,Walmart,Bond,07/08/2018 19:47:52,19.39
Finanz Informatik,Samsung,Equity,20/05/2018 21:19:55,2.09
BNP Paribas,Amazon,Bond,03/11/2018 18:23:31,295.10
UOB,Walmart,Futures,05/06/2018 03:49:06,77.69
UOB,Microsoft,Bond,26/03/2018 12:24:27,75.13
Barclays,Google,Loan,03/07/2018 06:27:12,228.58
Barclays,Microsoft,Deposit,03/03/2018 16:24:41,279.48
BNP Paribas,Microsoft,Options,20/05/2018 18:15:52,138.76
Finanz Informatik,Ford,Bond,12/08/2018 15:21:52,568.84
Deutsche Bank,Walmart,Options,21/11/2018 13:31:55,342.85
BNP Paribas,Toyota,Equity,12/11/2018 05:33:54,50.53
State Bank of India,Walmart,Equity,03/12/2018 12:13:10,361.00
Finanz Informatik,SimCorp,Loan,27/04/2018 10:40:44,392.68
Fannie Mae,Microsoft,CDS,13/08/2018 16:42:13,145.71
BNP Paribas,Amazon,Swap,28/01/2018 02:23:35,66.30
Finanz Informatik,Amazon,Equity,28/09/2018 14:23:58,225.59
Bank of America,Samsung,Loan,03/09/2018 15:50:35,912.23
UOB,Ford,Swap,11/07/2018 20:32:20,266.41
BNP Paribas,Apple,Swap,23/06/2018 21:10:04,251.31
Finanz Informatik,Toyota,Loan,21/03/2018 07:12:16,600.96
Fannie Mae,Samsung,Bond,12/04/2018 08:24:39,362.84
BNP Paribas,Apple,CDS,27/01/2018 11:49:49,58.17
Barclays,Samsung,Swap,05/09/2018 02:41:44,275.63
Deutsche Bank,Microsoft,Futures,18/12/2018 06:02:40,157.33
Barclays,SimCorp,Deposit,23/08/2018 06:03:15,7.25
Barclays,Amazon,Loan,24/09/2018 11:54:23,87.96
Deutsche Bank,Toyota,Deposit,13/03/2018 18:38:44,60.75
Barclays,Google,Deposit,21/06/2018 23:02:19,311.25
BNP Paribas,Amazon,Futures,19/07/2018 07:57:44,826.95
Finanz Informatik,Walmart,Options,23/08/2018 19:38:35,28.12
Bank of America,Microsoft,Deposit,24/07/2018 08:34:51,16.01
Barclays,Walmart,Futures,10/03/2018 05:11:21,827.48
UOB,Ford,CDS,12/03/2018 18:37:09,123.23
Finanz Informatik,SimCorp,Equity,09/11/2018 17:36:57,608.71
Deutsche Bank,Apple,Deposit,22/03/2018 17:10:19,267.07
Deutsche Bank,Microsoft,Bond,06/12/2018 17:41:37,221.78
Deutsche Bank,Amazon,Equity,14/01/2018 23:26:37,21.09
Bank of America,Microsoft,CDS,12/03/2018 17:07:23,592.02
Bank of America,Microsoft,Deposit,09/01/2018 02:24:11,308.29
BNP Paribas,Ford,Deposit,18/07/2018 07:54:45,439.96
Finanz Informatik,SimCorp,Futures,01/09/2018 10:34:52,621.55
Bank of America,Microsoft,Equity,14/06/2018 10:38:10,293.01
Bank of America,Microsoft,Swap,17/04/2018 15:23:08,345.43
UOB,Amazon,CDS,11/08/2018 02:53:05,118.21
Bank of America,SimCorp,Options,01/03/2018 17:47:24,29.75
Deutsche Bank,Toyota,Bond,07/05/2018 01:37:07,35.08
BNP Paribas,SimCorp,Loan,18/06/2018 06:40:34,54.78
Barclays,Walmart,Bond,26/11/2018 02:39:43,27.39
UOB,Ford,Bond,14/04/2018 02:20:18,261.06
Barclays,Samsung,Swap,25/08/2018 02:12:11,164.58
BNP Paribas,Microsoft,Loan,21/09/2018 03:37:11,451.52
Barclays,Ford,Deposit,16/03/2018 01:26:02,112.64
State Bank of India,Amazon,Equity,27/09/2018 17:36:28,585.94
UOB,SimCorp,Equity,24/07/2018 15:39:18,830.61
Barclays,Google,Deposit,28/03/2018 13:58:42,238.56
Deutsche Bank,Google,Equity,24/01/2018 16:03:38,91.51
Barclays,Google,Equity,09/08/2018 21:46:17,103.62
Finanz Informatik,Google,Futures,04/08/2018 18:31:57,378.15
Deutsche Bank,Ford,Loan,06/02/2018 17:16:08,316.29
Bank of America,Apple,Options,25/07/2018 07:57:16,166.96
UOB,Toyota,Loan,14/03/2018 12:41:37,159.54
Fannie Mae,Apple,Swap,09/05/2018 14:47:04,164.51
Deutsche Bank,Walmart,Options,11/03/2018 08:36:58,260.20
UOB,Microsoft,Bond,17/08/2018 02:35:12,596.93
BNP Paribas,Walmart,Equity,28/08/2018 11:08:08,476.63
Bank of America,Ford,Deposit,13/04/2018 04:06:04,76.79
State Bank of India,Toyota,Swap,09/01/2018 22:02:17,177.24
BNP Paribas,Walmart,Futures,17/09/2018 23:25:59,258.12
Fannie Mae,SimCorp,Deposit,10/06/2018 21:23:46,229.57
State Bank of India,SimCorp,Loan,22/07/2018 08:44:10,85.00
Barclays,Samsung,Loan,08/12/2018 21:29:09,47.24
Deutsche Bank,Apple,Deposit,26/12/2018 10:57:29,371.25
Bank of America,Microsoft,Bond,08/05/2018 12:14:52,345.95
Fannie Mae,Microsoft,CDS,13/03/2018 09:11:46,322.49
Barclays,Microsoft,Bond,19/09/2018 21:43:27,71.76
Finanz Informatik,Microsoft,Futures,15/11/2018 05:45:54,256.08
Deutsche Bank,Walmart,Equity,07/06/2018 12:23:37,573.55
Fannie Mae,Google,Loan,28/04/2018 07:12:24,284.42
UOB,Samsung,Loan,26/07/2018 01:50:49,333.59
Bank of America,Microsoft,Bond,22/05/2018 19:02:38,211.68
Barclays,Apple,Swap,03/01/2018 05:54:06,120.77
State Bank of India,Amazon,Equity,01/04/2018 21:22:38,281.44
Deutsche Bank,Walmart,Swap,26/03/2018 23:07:59,154.89
Finanz Informatik,SimCorp,Swap,26/07/2018 16:49:11,159.29
BNP Paribas,Toyota,Swap,08/05/2018 07:07:46,359.44
Barclays,Amazon,Bond,15/03/2018 21:08:43,290.42
BNP Paribas,Ford,Options,28/09/2018 11:26:37,35.66
BNP Paribas,Google,Equity,04/10/2018 22:38:33,165.23
UOB,Amazon,CDS,22/09/2018 21:26:40,665.43
Bank of America,Apple,Bond,18/05/2018 05:11:15,4.95
UOB,SimCorp,Futures,23/12/2018 06:14:20,362.43
Finanz Informatik,Walmart,CDS,08/07/2018 18:16:52,79.19
BNP Paribas,Toyota,Options,24/05/2018 23:10:49,164.67
UOB,Amazon,Bond,23/03/2018 09:57:42,141.09
Deutsche Bank,Apple,Options,21/06/2018 23:21:30,490.88
State Bank of India,Microsoft,Loan,23/05/2018 03:54:01,61.90
BNP Paribas,Amazon,Equity,23/03/2018 21:27:35,112.52
UOB,Walmart,Bond,13/05/2018 22:13:06,650.36
Deutsche Bank,Walmart,CDS,28/04/2018 11:03:46,562.76
Barclays,Ford,Options,12/01/2018 06:55:21,270.82
Bank of America,Toyota,Deposit,03/03/2018 09:19:57,590.56
State Bank of India,Samsung,Loan,07/04/2018 11:40:55,806.62
UOB,Toyota,Equity,12/01/2018 20:59:58,89.44
State Bank of India,Samsung,Futures,10/10/2018 20:52:34,279.74
BNP Paribas,Apple,Swap,23/06/2018 16:36:18,99.64
Bank of America,Ford,Equity,02/04/2018 20:33:46,798.81
